chassistype,ram,os,#ofcores,age_category,graphicscardclass,processornumber,cpucode,persona,guid
Notebook,16,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7300U,Communication,031f816d4df64d1f8c17ce9f83ab12d2
Notebook,16,Win10,4,3,High-End Graphics Cards,14,i5-6300HQ,Web User,8c789e419cfc4a7b94b39184d7d156f3
2 in 1,8,Win10,4,0,,14,i7-8565U,Communication,06188db8aaee4965bb32442d6f8a6a4b
Notebook,16,Win10,2,3,Low-Midrange Graphics Cards,14,i5-6300U,Web User,05a4d3dc17174a11958db7f82176c880
Desktop,8,Win10,4,4,Low-End Graphics Cards,22,i5-4460,Web User,db3c8732ee334b9db903b9c55344bb2d
Desktop,8,Win10,4,4,Low-Midrange Graphics Cards,14,N3700,Office/Productivity,02dad64171364b769bb4932f32c3dd34
Desktop,8,Win10,2,2,Office-Class Graphics Cards,14,i3-7100,Casual User,b742b3f42fde4188bdb96d09c914f58f
Desktop,16,Win10,6,0,Mid-Range Graphics Cards,14,i5-9400F,Web User,b7cdf03267564ffab6d2944a870365e8
Notebook,16,Win10,4,3,Low-Midrange Graphics Cards,14,i7-6700HQ,Web User,040be0d667bc4ca18421235ed3a812f2
Desktop,8,Win10,4,6,Mid-Range Graphics Cards,22,i5-4570R,Web User,c212a2fcd7a347bf90fb59cf5d01e78b
Desktop,12,Win10,6,0,Low-Midrange Graphics Cards,14,i5-8400,Gamer,c9b7d5b13de24eccae2c9dcc008693e9
Desktop,64,Win10,2,-1,,-1,Unknown,Web User,0664b0b1563f47a6968cf149033912b1
Notebook,8,Win10,2,5,Office-Class Graphics Cards,22,i3-4030U,Communication,0545ccb33b61475c8e14a24666c832fb
Notebook,8,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7200U,Communication,04f5f9e994784efe8588ea77fef31a0c
Desktop,32,Win10,4,6,,22,i5-4570,Web User,0997456645114212b338833ea04f3159
Desktop,16,Win10,2,2,Low-Midrange Graphics Cards,14,i3-6100U,Casual User,fea5e1cbc02d404a856c24739bd202c6
Desktop,32,Win10,4,6,,32,i7-2600K,Casual Gamer,ed356b0e11f54ea7aebaed0f178b0389
Desktop,16,Win10,6,1,High-End Graphics Cards,14,i7-8700K,Web User,085cd19a71bb41fd8fdbb568ef38e88c
Desktop,16,Win10,6,1,High-End Graphics Cards,14,i5-9600K,Casual Gamer,05a251ed4acd4e8d80c39776784468b8
Notebook,8,Win10,2,0,Low-End Graphics Cards,14,4417U,Web User,068008e380414a1fb029fe5a9425a1fc
Notebook,16,Win10,2,3,Low-Midrange Graphics Cards,14,i5-6300U,Casual User,fd174dfa8ba04b9bb2c39c21cd7158fb
Notebook,16,Win10,4,6,Low-End Graphics Cards,22,i7-3610QM,Content Creator/IT,fcd70e4d81c84c3291343c8fc04e5ec5
2 in 1,12,Win10,4,0,,10,i7-1065G7,Web User,044719219b2241d2ae866c7e5358eb61
Notebook,16,Win10,4,0,Low-Midrange Graphics Cards,14,i5-8365U,Communication,07ca7d01c92343d1be506aaef508f2c6
Notebook,4,Win10,2,6,Low-End Graphics Cards,22,i5-3230M,Casual User,07773df6bc0742a7a8823ab930f46359
Notebook,8,Win10,2,3,,14,i5-6200U,Web User,0817101e284e4d3a913a3be0708fd35b
Desktop,12,Win10,4,0,Low-Midrange Graphics Cards,14,i3-9100T,Gamer,067cf496d84f48ae8d565f2feb47532a
Notebook,16,Win10,4,2,Office-Class Graphics Cards,14,i5-7440HQ,Office/Productivity,0659fd8956764263a23918ccd256c8f1
2 in 1,8,Win10,2,3,,14,i5-6300U,Office/Productivity,0a44263c3ab144518898087bcd17b4d9
Desktop,16,Win10,4,6,Low-End Graphics Cards,22,i5-4440,Web User,06ac1183a14f4d84ac851ca2fef84607
Desktop,20,Win10,4,2,High-End Graphics Cards,14,i7-7700,Gamer,ff3b9d6557c7498896be23bcef787f6b
Notebook,16,Win10,4,1,Low-Midrange Graphics Cards,14,i7-8650U,Communication,0987a47dfa514cd8b63c83dec2cc8a41
Desktop,8,Win10,2,-1,Low-Midrange Graphics Cards,90,i5-650,Content Creator/IT,05a2ba9806b14afd8319838b36edba9b
2 in 1,8,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7200U,Office/Productivity,07412837a4284a8bbf97a1182ba1aada
Desktop,8,Win10,4,6,Low-End Graphics Cards,22,i5-4570,Web User,7bc9ab49239f42a5a74afa48353bbeee
Notebook,8,Win10,2,2,Low-Midrange Graphics Cards,14,i7-7500U,Casual Gamer,21d2382af31e461e93a6a6e1ce435611
Desktop,16,Win10,6,5,High-End Graphics Cards,22,i7-5930K,Gamer,59551cf3112e444a957366368e576842
Notebook,16,Win10,4,3,Low-Midrange Graphics Cards,14,i7-6700HQ,Casual User,db80f0ef150b4f3e86d51c307297ea7f
Notebook,8,Win10,2,5,Office-Class Graphics Cards,22,i3-4030U,Casual Gamer,7a5e8b5fb20c4b1cac9977e392a1e7aa
Desktop,6,Win10,2,6,Low-Midrange Graphics Cards,32,i3-2120,Casual User,b9884470887e4087af212304941b1f5d
Notebook,12,Win10,4,3,High-End Graphics Cards,14,i5-6300HQ,Web User,549e11c0b5784f5d93f6c6b5b3b58f12
Desktop,32,Win10,4,3,Mid-Range Graphics Cards,14,i7-6770HQ,Web User,8984439b40964dd1a206d1b1e5b61571
Desktop,8,Win10,4,3,Low-Midrange Graphics Cards,14,i5-6400T,Web User,678cad70b74144ac955c3fde9792f54d
Notebook,6,Win10,2,4,Low-End Graphics Cards,14,i3-5010U,Win Store App User,5bfb62c448ba41e599754a8a9e4ca220
Desktop,16,Win10,2,4,Low-Midrange Graphics Cards,14,i7-5557U,Win Store App User,a827ffb3ef8e4bd686be03c3afe4050f
Desktop,16,Win10,2,4,Low-Midrange Graphics Cards,14,i7-5557U,Web User,13781d55331c4133a6b37b119fd02145
2 in 1,16,Win10,2,3,Low-Midrange Graphics Cards,14,i7-6600U,Web User,22de77d5919a4624aa2f46e9f45af6cf
Notebook,8,Win8.1,2,6,Mid-Range Graphics Cards,22,i5-4200M,Web User,389f3e35775346e385946a52acb6e2f4
Desktop,16,Win10,4,2,High-End Graphics Cards,14,i5-7600,Web User,8d57bd602cda4af39713b45052a9a80a
Desktop,16,Win10,4,2,Low-Midrange Graphics Cards,14,i5-6600,Web User,5f88bb0b34674c9d8b8f90be3c42af52
Notebook,8,Win10,2,3,Low-Midrange Graphics Cards,14,i5-6200U,Entertainment,d1392357064d4130b82f52a479bc9f33
Desktop,16,Win10,4,3,High-End Graphics Cards,14,i7-6700K,Web User,9f958733227442c788b441eef717c252
Desktop,8,Win10,2,2,Office-Class Graphics Cards,14,i3-7100,Casual Gamer,9c8ce0e9333745c898fbff47297f6d6b
Intel NUC/STK,8,Win10,2,4,Low-Midrange Graphics Cards,14,i5-5250U,Communication,a8e06577fdb848c5a3332c9236da023f
Notebook,16,Win10,4,3,High-End Graphics Cards,14,i7-6700HQ,Web User,5633437b4a834fc6b9bda72b375c160b
Notebook,4,Win10,4,5,Low-Midrange Graphics Cards,22,N3530,Office/Productivity,c3cb2dd2b650472285c7e3515581cec9
Notebook,8,Win10,2,3,Low-End Graphics Cards,14,m3-6Y30,Web User,f461367de6b3435a85909d55aa9e4f94
Notebook,8,Win10,2,3,Low-Midrange Graphics Cards,14,i3-6100U,Casual User,cd5433757c624a6983d66db7f6dbc54e
Desktop,32,Win10,4,2,Mid-Range Graphics Cards,14,i7-6770HQ,Web User,a0207797ca35491e80c80150359af6ff
Desktop,16,Win10,4,6,High-End Graphics Cards,22,i7-4770K,Gamer,93b9bac421894482b9ae76b964eed33d
Notebook,8,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7200U,Casual User,801cb4ccf3214c0b89a2305c72cc5dd5
Desktop,16,Win10,4,6,High-End Graphics Cards,22,i7-4770K,Web User,bd35689102b645c9a951fe1d896b214d
Desktop,4,Win10,2,6,Low-Midrange Graphics Cards,22,1000M,Office/Productivity,a3b8b1f245e049dbaca81404d8ee2a45
Intel NUC/STK,8,Win10,2,1,Mid-Range Graphics Cards,10,i3-8121U,File & Network Sharer,94dfd3a7e47148ba839b09f1ee3d18b9
Desktop,4,Win10,2,6,Office-Class Graphics Cards,45,E8400,Casual Gamer,ea603f5be63d433a82265464dcb03749
Desktop,32,Win10,6,6,High-End Graphics Cards,32,i7-3970X,Casual User,e4b3cb9531bb48d0a96554a2fdec2b42
Notebook,8,Win10,2,2,Low-Midrange Graphics Cards,14,i7-7600U,Office/Productivity,a4d122cb7b0a47d68190e017c0af9be6
Desktop,8,Win10,4,6,High-End Graphics Cards,32,i5-2500K,Casual Gamer,40f540e0df234900b0f06fb7cd419fd2
Desktop,10,Win10,2,6,,22,i3-4130,Casual Gamer,0c55ccec3b35450baaccd874c243b51b
Desktop,16,Win10,4,5,Low-End Graphics Cards,22,i7-4790K,Web User,e2255b1eae6c48329a3b26533e3e467b
Notebook,8,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7200U,Web User,ba310900a7894263a18230d224d6998a
Notebook,4,Win10,2,6,Low-Midrange Graphics Cards,32,i3-370M,Web User,e09b43bfec404248b0d1d94633330efa
Notebook,6,Win10,4,6,Low-Midrange Graphics Cards,22,i7-3632QM,Casual Gamer,d426085983cd4a179e062cf18f0aadc7
Desktop,16,Win10,6,0,High-End Graphics Cards,14,i5-9400F,Gamer,9694c773586d4ad090c9be9e7e293f85
Desktop,32,Win10,4,3,High-End Graphics Cards,14,i7-6700K,Entertainment,5cadb44fae794d37be988a54bbd2d232
Notebook,8,Win10,2,6,Low-End Graphics Cards,32,i5-2410M,Web User,724323a20ab74ed8a17fed7f97ffd90c
Notebook,8,Win10,4,1,Low-Midrange Graphics Cards,14,i7-8550U,Content Creator/IT,2d15b1788d1e4088bf83f117c8944601
Notebook,16,Win10,2,5,,22,i7-4610M,Web User,0e081dd158394c9994ff71556e7c7c6c
Notebook,16,Win10,4,6,Low-End Graphics Cards,22,i7-3632QM,Content Creator/IT,c3445c1a40f54c0b8433b46a1629fe53
Desktop,16,Win10,4,6,,32,i7-2600,Casual Gamer,8b393714898c491ba0a2a31f6c35b489
Desktop,8,Win10,4,6,Low-Midrange Graphics Cards,22,i5-3570,Web User,f81934aa7bb747f5adeae016ef6c8827
Notebook,16,Win10,4,1,Low-Midrange Graphics Cards,14,i7-8550U,Gamer,e0243977912c4f14adc89ed57a694c26
Notebook,8,Win10,2,6,Office-Class Graphics Cards,22,i5-4200U,Web User,da740a86e3494792b66f71ac291a1140
Desktop,8,Win10,4,5,Mid-Range Graphics Cards,22,i7-4790,Content Creator/IT,fe48145d00cc44ae9663dc11bb65e1eb
Notebook,8,Win10,4,5,Low-End Graphics Cards,22,i7-4710MQ,Web User,95faa6e83de144b2aaa1cc4cf4075f3e
Desktop,8,Win10,2,-1,Low-End Graphics Cards,-1,Unknown,Web User,ce3daacb23a64d51b987b9553cee2afe
Notebook,8,Win10,2,4,Low-End Graphics Cards,14,i5-5300U,Communication,07e47dfaf5f449d1bf87018141dd218f
Notebook,16,Win10,4,5,Low-End Graphics Cards,22,i7-4710HQ,Content Creator/IT,e0a5f41cc9df405c9530dcf8bc9a53f0
Desktop,4,Win10,4,3,Low-Midrange Graphics Cards,14,i5-6400,Communication,f4f9adcf904c45269dc74dd9618adc23
Notebook,4,Win10,2,6,Low-End Graphics Cards,22,i7-3520M,Web User,f8651fcf9d744a638ef9187bc83ecbf2
Desktop,16,Win10,4,4,Low-Midrange Graphics Cards,14,i5-6600K,Web User,5862a25b73db4190b8389874d4ae8ca6
Desktop,16,Win10,4,2,High-End Graphics Cards,14,i7-7700,Casual Gamer,0b74565bdb2d4f09b3b481fa09082a7b
2 in 1,16,Win10,4,0,Low-Midrange Graphics Cards,14,i7-8665U,Communication,0cbe1e581ef5416f83e444346b48b0b0
2 in 1,16,Win10,4,1,,14,i7-8705G,Web User,0552de9d07b74fbea78b398e197f622b
Notebook,4,Win10,2,6,Office-Class Graphics Cards,22,i5-4200U,Entertainment,06383160f0fc4ee4b477a590b5e44957
Desktop,8,Win10,2,3,Low-Midrange Graphics Cards,14,i3-6100,Web User,06a2ca9a1f2d4ff58656f4feed5c9c2a
Desktop,32,Win10,4,4,High-End Graphics Cards,14,i5-6600K,Casual User,5db0964436934b7693743ed03203a3e0
Notebook,8,Win10,2,4,Low-End Graphics Cards,14,i5-5200U,Web User,0589b701df6e4479bb23bb0e7d610d4c
Notebook,16,Win10,4,3,,14,i7-6700HQ,Content Creator/IT,77e853e3116445d4ba6b934f47409631
Desktop,8,Win10,4,-1,Not Suited for Games,90,i5-750,Web User,cdc033900f2d4f438c7b1a2ada372c8f
2 in 1,16,Win10,4,1,Low-Midrange Graphics Cards,14,i7-8550U,Communication,02688f01019c40cd9738c304dede8b3d
Desktop,16,Win10,4,6,Low-End Graphics Cards,22,i7-3770K,Communication,aefe8fa8cc7d4160a7eba14d5ebd67db
Notebook,4,Win10,2,4,Low-Midrange Graphics Cards,22,N2840,Casual Gamer,f31036265fb14a18862c4103db2eda60
Desktop,8,Win10,4,6,Low-End Graphics Cards,22,i7-3770,Communication,677c7aabda18431d8a0d4b9a28fdf2cc
Notebook,8,Win10,2,6,Low-Midrange Graphics Cards,32,i5-2450M,Entertainment,844c168a319a4187998d7e529a33b1d0
Intel NUC/STK,8,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7300U,Communication,46253940af00468ab84d0736d668e397
Notebook,4,Win10,2,1,Low-Midrange Graphics Cards,14,i3-7020U,Web User,0a4f6e62776d4a608129cb525a3a01c4
Intel NUC/STK,16,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7300U,Casual User,05b469ca050746a794936ada5a4b2804
Desktop,16,Win10,4,4,,22,i5-4590,Gamer,045f0ca11899487a87c36dd8a5a4c289
Desktop,8,Win10,4,3,Low-Midrange Graphics Cards,14,i5-6500,Web User,6009eb3a17f0420da6891a2f43f1cb39
Desktop,32,Win10,4,6,Not Suited for Games,22,i7-3770,Web User,33dc5931093f48e18b68225569576ae3
Notebook,8,Win10,4,6,High-End Graphics Cards,22,i7-4750HQ,Web User,8317628dbe0243b0a820a2bf2251729a
Desktop,8,Win10,2,3,Low-Midrange Graphics Cards,14,i3-6100U,Communication,08fb8cdf85e94fb7b591c11801d96834
Desktop,16,Win10,4,5,High-End Graphics Cards,22,i7-4790,Office/Productivity,9a71fa3c5ca742e09f5e64f559051ea7
Desktop,8,Win10,4,3,Low-Midrange Graphics Cards,14,i5-6500,Office/Productivity,08022e4e3c714a9081536a394bcafa16
Notebook,16,Win10,4,3,Low-Midrange Graphics Cards,14,i7-6700HQ,Web User,fe5d47b213f9407681b910da82ab66f5
Desktop,16,Win10,4,2,,14,i7-7700K,Casual Gamer,3735b69959f74a469e53aba3f2af9d8e
Desktop,8,Win10,2,3,Low-Midrange Graphics Cards,14,i3-6300,Communication,173c1aad8c3d4bd09ab2d47d704bd354
Desktop,16,Win10,4,-1,High-End Graphics Cards,-1,Unknown,Web User,63f0bb57c6fa4fc59efb800f6cee3f19
Notebook,8,Win10,2,4,Low-End Graphics Cards,14,i5-5200U,Casual Gamer,ee45905222ea4e23a673822e29f22c4e
Notebook,8,Win10,4,1,Mid-Range Graphics Cards,14,i5-8300H,Gamer,066b6b61140d4bc491f95d0a386c3ba4
Notebook,8,Win10,4,3,High-End Graphics Cards,14,i7-6700HQ,Gamer,98bb176eb03d46d6ad9a2dadfbbfa5be
Intel NUC/STK,16,Win10,4,1,Office-Class Graphics Cards,14,i7-8809G,Content Creator/IT,df80bb1c64e748b88ac498e98436e025
Desktop,32,Win10,2,2,Low-Midrange Graphics Cards,14,i7-7567U,Web User,0624573cf4f14b36af89c34c6eaa1c98
Notebook,12,Win10,4,3,Low-Midrange Graphics Cards,14,i5-6300HQ,Casual Gamer,fd61efcfd1184adcbb8d6ae442d29348
Notebook,8,Win10,2,6,Low-End Graphics Cards,22,i7-3687U,Web User,ed64e0fa02bc48d18adecddf8d0694d6
2 in 1,16,Win10,2,1,,14,i7-8500Y,Web User,095e3860e78a41ef8df7b5faa492d632
Notebook,16,Win10,4,4,High-End Graphics Cards,14,i7-5700HQ,Casual User,07461e77e6bf4a678f9dc26eff411742
Notebook,8,Win10,4,2,Low-Midrange Graphics Cards,14,i7-8550U,Win Store App User,073e9950a9a9404ebe31f73bba6f8186
Notebook,12,Win10,2,6,Low-End Graphics Cards,22,i5-4200M,Content Creator/IT,c260cb0940b04e43894bffef4f27da88
Desktop,8,Win10,4,3,Low-Midrange Graphics Cards,14,i5-6400T,Casual Gamer,09ec7821dc5b40489ae1f99bdf532428
Notebook,8,Win10,2,4,Low-Midrange Graphics Cards,14,i7-6500U,Web User,eb05f49a323b4a66bc7578479c7abdd4
Desktop,8,Win10,4,5,Mid-Range Graphics Cards,22,i7-4790,File & Network Sharer,0257bad06b1f4a3a9831a40dce3ed038
Notebook,16,Win10,2,6,Low-End Graphics Cards,22,i5-3210M,Content Creator/IT,fd52f5f581704e88948b68040a66f433
Notebook,8,Win10,2,6,Office-Class Graphics Cards,22,i5-4200U,Web User,0531a8f3a7824b30af64db534a997120
Notebook,32,Win10,4,0,,14,i7-8665U,Content Creator/IT,05666d11f4a84ed598e0ebfe453e3d9f
Desktop,16,Win10,6,2,Low-Midrange Graphics Cards,14,i5-8500,Entertainment,03ba8ddc90424e00ab53e7cf8781259c
Desktop,8,Win10,2,2,Low-Midrange Graphics Cards,14,N3060,Casual User,0629408b1160466b8cc87f2c9ef6f1d7
Desktop,32,Win10,4,2,High-End Graphics Cards,14,i7-7700K,Web User,06b599f5a01444d1b3acf560b23f5284
Desktop,16,Win10,4,2,Office-Class Graphics Cards,14,i5-7600K,Content Creator/IT,06c21dc708b0447c9feb3090012e262a
Desktop,8,Win10,4,6,High-End Graphics Cards,22,i7-4770,Casual User,0469b6d70a3e4c5ea416a325a1bb2b25
Desktop,16,Win10,4,6,Not Suited for Games,22,i7-3770,Web User,0c22e2b6420d49188d642f1ecc0c6945
Desktop,8,Win10,4,6,,32,i7-2600,Office/Productivity,05b8f22376364823b0529d8483d98a3a
Notebook,4,Win10,2,2,Low-Midrange Graphics Cards,14,i3-6006U,Casual Gamer,035993f04ee54cddab47841075fc3f15
Notebook,4,Win10,2,5,Office-Class Graphics Cards,22,i3-4030U,Web User,0c8f4c5e30dd4843a724ee73c612c0de
Desktop,32,Win10,8,1,Low-Midrange Graphics Cards,14,i7-9700K,Gamer,05826aa3fc744603a14132d79667f71d
Notebook,16,Win10,4,3,,14,i7-6700HQ,Communication,0338051529254f0b89558777c64d738e
Notebook,8,Win10,2,4,Low-End Graphics Cards,14,i5-5300U,Web User,091e70b0f65c42459969c1a487fe23b6
Desktop,32,Win10,8,0,Low-Midrange Graphics Cards,14,i7-9700,Web User,05d3a5c639ed46ed96213c3443cfd926
Desktop,8,Win10,4,4,Low-Midrange Graphics Cards,22,i5-4460,Casual Gamer,04ade3cea25c4a57989908507dd07005
Desktop,16,Win10,8,0,,14,i7-9700K,Content Creator/IT,0501c625df4d45f18ab2d6b94cc6964e
Notebook,8,Win10,2,6,Low-End Graphics Cards,22,i5-3320M,Web User,0569ff4a18d349729be112fa0798f366
Notebook,16,Win10,2,4,Low-Midrange Graphics Cards,14,i7-6500U,Content Creator/IT,0599ab08572548de82177686490a60d9
Desktop,16,Win10,6,1,High-End Graphics Cards,14,i5-9600K,Win Store App User,06275904cd844c11a2abeafb683cec4b
Desktop,8,Win10,4,6,High-End Graphics Cards,22,i5-4570,Web User,fd1da9fe6c6b4fbcb4b383b6a93e3937
Notebook,16,Win10,4,3,Office-Class Graphics Cards,14,i7-7820HQ,Web User,ff4108dcefe0435d8171cd773778b2e3
Notebook,8,Win10,2,4,Low-End Graphics Cards,14,i5-5200U,Office/Productivity,04349070cad24563951ea19ac1e01230
Desktop,16,Win10,6,1,Low-Midrange Graphics Cards,14,i7-8700,File & Network Sharer,03f4d1a1cacc4fbfb642b324b6bfc60a
Desktop,16,Win10,6,1,High-End Graphics Cards,14,i5-8400,Casual Gamer,04725cba4a564830880ebf9c178ffd0b
Desktop,32,Win10,6,4,High-End Graphics Cards,22,i7-5820K,Office/Productivity,05971fadbb814acf8978ab758f32df8c
Desktop,8,Win10,2,1,,14,G5400,Web User,075a1fdd62c44613be11182102b0b3ae
Notebook,8,Win10,4,1,Low-Midrange Graphics Cards,14,i5-8250U,Web User,06c71af04b0f4506a558fc29de89bde2
Desktop,4,Win10,2,6,Low-Midrange Graphics Cards,65,E4600,Web User,066fd6db7b5549f586a66a919347df1f
Notebook,12,Win10,2,6,Low-End Graphics Cards,32,i5-2450M,Web User,09c1d95cca424adab61d80f564aa75c0
Notebook,16,Win10,4,0,,10,i7-1065G7,File & Network Sharer,03b23dea1bb747bfb5a799dfb30aee08
Notebook,4,Win10,4,-1,,-1,Unknown,File & Network Sharer,0ade6466f81f4ed39356ff442461518e
Notebook,16,Win10,2,4,Low-End Graphics Cards,14,i5-5300U,Communication,060b9e07b55b46629f84b84bd8fa5248
Desktop,8,Win10,4,1,,14,i3-8100,Web User,057c342da2ad47c4a3506b5e1f8a85d9
Desktop,8,Win10,4,4,Low-End Graphics Cards,22,i5-4590,Casual Gamer,e96ca519cc2646968aa10bd33106598c
Desktop,16,Win10,4,1,High-End Graphics Cards,14,i5-7400,Entertainment,1b82c840ca80480b9058eb74bc4c09e7
Notebook,16,Win10,4,3,Low-Midrange Graphics Cards,14,i7-6700HQ,Web User,772cdc4ec6564822bcb62db017b4c5d3
Notebook,8,Win10,4,2,Mid-Range Graphics Cards,14,i7-7700HQ,Gamer,fa82b84c45d0409ba7e9ae4bb2c923aa
Notebook,16,Win10,4,3,High-End Graphics Cards,14,i7-6700HQ,Casual User,41c22ef015ea43b1833660ed00194dc8
Intel NUC/STK,16,Win10,4,1,,14,i7-8705G,Web User,26b87d28feae467191cd4d9b6103e583
Desktop,32,Win10,4,2,Mid-Range Graphics Cards,14,i7-6770HQ,Office/Productivity,27b491c4626840e9af341632f837a896
Desktop,16,Win10,4,0,,14,i3-9100F,Gamer,a3df119742aa4c549e94b6480973bcc7
Notebook,12,Win10,2,-1,Low-End Graphics Cards,-1,Unknown,Web User,903937067c9c4b6e8edd7c7eb7903113
Notebook,16,Win10,2,4,Low-End Graphics Cards,14,i7-5500U,Web User,88de51221ab44489af51ca594c6ee13b
Notebook,12,Win10,2,2,Low-Midrange Graphics Cards,14,i7-7500U,Office/Productivity,e4ff870ba5104eaf870171ae32a924c1
Notebook,8,Win10,4,3,Low-Midrange Graphics Cards,14,i7-6700HQ,Web User,e28b61bad1664837af1c5c1d8aef88c6
Desktop,64,Win10,4,3,Low-Midrange Graphics Cards,14,i7-6700,Web User,e82fc2d3946e4929a4f430b7dd19a4d0
Notebook,16,Win10,4,2,High-End Graphics Cards,14,i5-7300HQ,Web User,a21288f8a55a425c86fd24a88034fbaa
Notebook,12,Win10,4,5,Mid-Range Graphics Cards,22,i7-4710MQ,Web User,4b250f52c49e4b63adae88a1027b4689
Notebook,8,Win8.1,2,5,Low-End Graphics Cards,22,i5-4210H,Casual Gamer,35cdb23df63f41458f105f83342e625e
Desktop,16,Win10,4,1,Office-Class Graphics Cards,14,i5-7500,Gamer,692c6bfc83c24b429db869cacffa49f0
Notebook,4,Win10,2,6,Low-End Graphics Cards,22,i5-3230M,Casual Gamer,d61da8fe82964229ba79182847916680
Notebook,12,Win10,4,6,Low-End Graphics Cards,22,i7-4700MQ,Casual User,d9f3e70773be4024a70e8246b21ac953
Notebook,4,Win10,2,4,Low-Midrange Graphics Cards,14,3215U,Web User,f8df22b1752e43119d7390f7cf6e3a4c
Notebook,16,Win10,4,3,High-End Graphics Cards,14,i7-6700HQ,Casual Gamer,f060991b80bc49d39f23401948a5f7c8
Notebook,4,Win10,2,6,Low-End Graphics Cards,32,i5-2520M,Casual Gamer,de1c0a36a9364e9e89c34e9667777d3a
2 in 1,8,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7200U,Office/Productivity,f745a076ae8f4ab0b9e2a6b90d9f734b
Notebook,8,Win10,4,6,Low-End Graphics Cards,32,i7-2630QM,Web User,ee55dbaf0aec43d4ab317b5493941df5
Notebook,16,Win10,4,2,,14,i7-7700HQ,Gamer,ec15483d160343a7be54b222b846b060
Desktop,32,Win10,6,1,Mid-Range Graphics Cards,14,i7-8700,Content Creator/IT,05112934762a42cb80d128d3aed662af
Notebook,8,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7200U,File & Network Sharer,07f9dcfeb2b946e280b6a7fd31dcdde6
Notebook,32,Win10,4,1,Low-Midrange Graphics Cards,14,i7-8550U,Web User,0552ed4c5fd74a0da98f8baf4cf1a36e
Notebook,16,Win10,4,2,Office-Class Graphics Cards,14,i7-7700HQ,Web User,0639b802b05f4da283439acda176f5e1
Notebook,16,Win10,4,2,Low-Midrange Graphics Cards,14,i7-8650U,Office/Productivity,0b88824379d24bd6837e0c81d32c4b54
Notebook,16,Win10,4,3,Mid-Range Graphics Cards,14,i7-6820HQ,Office/Productivity,0650da8b2b5741aa8443cd72ac131493
Desktop,16,Win10,4,3,Low-Midrange Graphics Cards,14,i7-6700T,Content Creator/IT,0450075b8d9c49c89c7bcefb3ca2c204
Notebook,24,Win10,4,1,Low-Midrange Graphics Cards,14,i5-8250U,Communication,085d9d472ce843d4bdab1e9bfab975b5
Desktop,8,Win10,2,3,Low-End Graphics Cards,14,i3-6100,Office/Productivity,05bc1b6b0653447d8b7f339a7716b4b9
Desktop,4,Win10,2,2,Office-Class Graphics Cards,14,i3-7100,Communication,fc46f41b108f45fe99269ff7c3d591ba
Notebook,8,Win10,2,1,Mid-Range Graphics Cards,14,i3-8130U,Web User,06338bbf705044fab158d0e26aa2ffe1
Notebook,16,Win10,4,6,Low-End Graphics Cards,22,i7-4700HQ,Web User,8f1966ff42534fd7a73f280e23ac4c8d
Notebook,8,Win10,4,3,High-End Graphics Cards,14,i7-6700HQ,Gamer,2cf5d849b7434d52973f6823105eb077
Desktop,16,Win10,4,3,Low-Midrange Graphics Cards,14,i7-6700T,Communication,3b62653d620d4266b0788ec0852d2f9c
Desktop,24,Win10,4,3,Low-Midrange Graphics Cards,14,i7-6700K,Web User,3d1a3b4dc1dc4f93adb10d10846fe8da
Notebook,16,Win10,2,4,Low-Midrange Graphics Cards,14,i7-6500U,Web User,eae7e15202c249618866b1c1375eba70
Desktop,16,Win10,6,0,Mid-Range Graphics Cards,14,i5-9400F,Casual Gamer,80c50e3147324650bd9bee1928739e58
Notebook,16,Win10,4,3,Low-Midrange Graphics Cards,14,i7-6700HQ,Content Creator/IT,9b469a5cdeba4230b7f2c16f35653aeb
Notebook,16,Win10,4,3,High-End Graphics Cards,14,i7-6700HQ,Communication,6d7893024a4e4bd58bc748571c6c1691
Desktop,16,Win10,2,4,Low-Midrange Graphics Cards,14,i7-5557U,Communication,e532495013ea45deb8504651b1a464ec
Intel NUC/STK,8,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7300U,Communication,ba9bd8cb2cf747cc96f212ffbdd6bbf8
Notebook,8,Win10,2,4,Low-Midrange Graphics Cards,14,i5-6198DU,Communication,329dfd060e8045319001b795cfad2b94
Desktop,12,Win10,2,6,Low-Midrange Graphics Cards,22,i3-3220T,Web User,7361759eb09949b29d1709413b1ed0cc
Desktop,8,Win10,4,5,Low-End Graphics Cards,22,i7-4790,Win Store App User,85e64b0303d942859991338cd75e3827
Desktop,10,Win10,4,6,Low-Midrange Graphics Cards,32,i5-2400,Communication,5c0b2bdb7c4d4ec48e5398e8fd365ba4
Notebook,8,Win10,2,6,Low-Midrange Graphics Cards,22,1000M,Web User,7f95d423652f4210b0d07108ed83f442
2 in 1,16,Win10,2,4,Low-Midrange Graphics Cards,14,i7-6560U,Office/Productivity,97ec56372b954a25817e63c033d1814c
