batch_id,guid,wait_msecs,before_cpuutil_max,before_harddpf_max,before_diskutil_max,target,chassistype,ram,os,#ofcores,age_category,graphicscardclass,processornumber,cpucode,persona
20200208-200244,0716e76769e542e5bb359d7e6ecaa25f,4499,9.83657934766131,9.745419872069142,17.000287440634946,2,Desktop,8,Win7,2,6,Low-End Graphics Cards,22,i3-4130,Unknown
20201205-190333,0121379f76714a03823c02777d689676,6791,19.38304557205189,8.607979160761639,15.565570413085135,3,Intel NUC/STK,8,Win10,2,1,,14,i3-8109U,Office/Productivity
20200714-200232,04ffbc480b4849d6993d22150d26dfea,1600,8.21853227280204,8.840295864988521,10.673891386641625,1,Notebook,8,Win10,2,5,Low-End Graphics Cards,22,i5-4300M,Web User
20200424-210228,fe5aa4a824db4d6eaf8be3df377bfbdd,2100,75.3870669698839,10.590516101096771,16.382514631783533,1,Notebook,8,Win10,2,6,Low-End Graphics Cards,22,i5-3337U,Web User
20200826-200231,5fc21dba22544341878bd638a46fffcd,1200,60.0784565503798,8.848650426216931,13.970964915291965,1,Notebook,32,Win10,6,1,Low-Midrange Graphics Cards,14,i7-8850H,Content Creator/IT
20201122-190249,c3045361fb3241f19dfbbd4620295eb6,2300,10.981602221682198,8.714180541203136,16.358146099701234,1,Notebook,8,Win10,4,1,Low-Midrange Graphics Cards,14,i5-8250U,Web User
20201205-190333,afd4f0accd6044e2a3ac45a83d08d301,3200,15.782061860923701,9.002863548710605,13.838685366218407,1,Notebook,8,Win10,2,4,Low-End Graphics Cards,14,i5-5200U,Win Store App User
20200812-200227,05320acbb0a8488288c7bb20eb09fe61,2100,7.34460984202067,10.106363263465935,16.0146147108962,1,Notebook,16,Win10,6,0,,14,i7-9750H,Content Creator/IT
20201111-190238,a2edca7b0ff04c079dfe490bf37f1c93,1527,37.82062754251921,11.061876750224425,11.633432531076524,1,Desktop,8,Win10,4,3,Low-Midrange Graphics Cards,14,i5-6500,Communication
20200325-210228,044789eeb9374c9b927e718c5dd6d8cb,1192,87.2586269475745,10.774038414761655,16.190118687618536,1,2 in 1,8,Win10,2,1,Low-Midrange Graphics Cards,14,i5-7200U,Web User
20200520-200228,a67f625a15eb4adebf4d05bf73d850fb,1601,40.54174394166729,9.993314845940937,16.43173358299758,1,Notebook,8,Win10,2,6,Low-End Graphics Cards,22,i5-3320M,Web User
20200226-200516,a9363e97e72d4b45858021da09f89eba,1081,13.339907846835802,8.79652977785029,11.253039124205698,1,Notebook,16,Win10,4,3,High-End Graphics Cards,14,i7-6700HQ,Web User
20200604-200228,7f6cfa395c0d452bb583f34ea692565f,3001,34.2514383493316,9.67090771125768,15.177606726138679,1,Desktop,8,Win10,2,5,Low-End Graphics Cards,22,i3-4160,Web User
20201021-200230,da20664065574f729091a03f15d2bff2,1001,23.5096164452756,9.859250838270299,13.068230688860297,1,Notebook,16,Win10,2,2,Low-Midrange Graphics Cards,14,i7-7500U,Web User
20200131-200229,fcd5f892e8b2462d85e75a529d53141d,5096,44.801492679354496,8.309450604885704,13.973283785081387,2,Intel NUC/STK,4,Win10,2,2,Low-Midrange Graphics Cards,14,i3-7100U,Web User
20201123-190230,bea7307dfff74cf98e07c2b63b327885,6300,16.9660676686932,10.668314345183298,17.93323222899079,3,Notebook,8,Win10,6,1,High-End Graphics Cards,14,i7-8750H,Content Creator/IT
20200427-210231,15b0af0bfab448a5ae103d66ce869ce1,3000,46.7927769155336,9.14125565552219,15.676095541088035,1,Notebook,8,Win10,2,5,Mid-Range Graphics Cards,22,i5-4210H,Gamer
20200611-200230,41908aae2505428d9abe5d03a89e8fc2,1403,15.1972985628777,8.631497544936513,15.71022731561692,1,Desktop,8,Win10,2,4,Low-End Graphics Cards,22,i3-4360,Web User
20200424-210228,077e6f679717427f8da22da242b2e97a,3100,21.876673401655694,8.166082780201439,13.50511089340386,1,Notebook,8,Win10,2,6,Low-End Graphics Cards,32,i7-2640M,Gamer
20201120-191457,04fd4500e184425f9733ad2f89308ac4,1692,31.578914218479,9.258306009438686,14.753914265090147,1,Desktop,8,Win10,2,3,Low-Midrange Graphics Cards,14,i3-6100U,Gamer
20200814-200214,54d534a1b786429cb4ff2eb27511ff0f,2100,79.14155378368771,9.843738866617505,14.195450189838487,1,Notebook,8,Win10,2,3,Low-Midrange Graphics Cards,14,i7-7500U,Office/Productivity
20201130-190231,04e6e3c844c44a8f9e613c395884975e,4492,14.471572227769801,8.572795899226435,13.842366577383535,2,Desktop,16,Win10,4,3,Mid-Range Graphics Cards,14,i7-6700T,Web User
20200806-200235,05becda0a4214cdf84069aa2ae0a9965,2700,19.22474029325989,10.841621481787989,17.206990710092633,1,Notebook,12,Win10,4,0,,14,i7-10510U,Web User
20201005-200228,04f49a1753ec422eadb0a86a55f28da0,1401,8.72551054599969,9.098008368905274,13.19243102769374,1,Notebook,16,Win10,4,5,Mid-Range Graphics Cards,22,i7-4712HQ,File & Network Sharer
20201202-190229,7f0a0cc213354237888389adf1388ef4,1304,26.5040661451416,5.761355209906245,11.880391687165362,1,Intel NUC/STK,8,Win10,2,2,Low-Midrange Graphics Cards,14,i3-7100U,Win Store App User
20200924-200228,b991b157f226401cbfc161f73ebb39ad,3299,23.797326941919888,8.094964851046743,11.763875688985372,2,Notebook,32,Win10,4,6,Low-End Graphics Cards,22,i7-4700MQ,Casual Gamer
20200426-210227,03da6e66b8d841e88364f52f32910197,5099,23.626078875113606,9.91786476671185,13.567901868950536,2,Desktop,16,Win10,4,5,High-End Graphics Cards,22,i7-4790,Casual User
20200323-210235,0602622c89cf4a9db8060c58cc054e28,4105,19.3359363867187,9.395641440795847,15.6176511206127,2,Desktop,16,Win10,2,-1,High-End Graphics Cards,-1,Unknown,Casual Gamer
20201009-200236,dd39bdbd31a84385899d1c9353839dbe,2200,27.7009305752909,9.040009424732208,12.61685237384866,1,Desktop,16,Win10,6,0,High-End Graphics Cards,14,i5-9400F,Casual Gamer
20200504-200213,e065aec9bc364014ba3c7baaad31fcd4,1100,30.7453252367668,10.338444140513701,15.737449030995341,1,Notebook,16,Win10,4,3,Low-Midrange Graphics Cards,14,i7-6700HQ,Casual User
20200905-200234,da740a86e3494792b66f71ac291a1140,2599,43.39471432877249,8.594904625088185,13.603937372155693,1,Notebook,8,Win10,2,6,Office-Class Graphics Cards,22,i5-4200U,Web User
20200612-200216,c40fa04ee57241098499a85d781b01d6,1099,66.3225921489864,9.113076488171446,13.940420753527059,1,Notebook,8,Win10,2,6,Low-End Graphics Cards,22,i7-3517U,Casual User
20200922-200231,a94d1175f5494abea95f076d4a954706,1701,29.2984667844973,10.676021214424877,12.210075899014758,1,2 in 1,16,Win10,2,4,Low-Midrange Graphics Cards,14,i7-6500U,Office/Productivity
20200925-200228,0d7e7cc0583b44df9d45e70b5b43d273,4530,34.9814436977946,7.628236135563325,11.38840476980375,2,Desktop,8,Win10,2,6,Low-Midrange Graphics Cards,22,i3-3240,Web User
20201221-190233,418d91cce4ee424fa8d71b6395137081,1711,63.7756038339336,10.323655245023085,15.682460360245319,1,Desktop,16,Win10,4,4,Low-End Graphics Cards,22,i5-4460,Win Store App User
20201008-200236,6b104f5f0c044f479f7a89e1ccfaa2e4,1002,91.0153549997287,10.642312187337529,14.690448081038925,1,Notebook,16,Win10,4,1,Mid-Range Graphics Cards,14,i5-8250U,Web User
20200520-200228,090b60e65f0e4e069a08d445258c1001,1005,42.894111732778796,10.00146331396318,14.450066160955622,1,Notebook,12,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7200U,Web User
20200715-200228,0cc71734b5674a16a8e77f111737b1ba,5200,12.0816256297123,11.257389003891136,12.88214593112819,2,Desktop,16,Win10,4,1,,14,i7-8559U,Office/Productivity
20201115-190231,05c04aea6c7043309ddc55adc15effa3,3699,8.84091908859672,8.54694033249655,13.609565833656555,2,Notebook,16,Win10,4,1,Low-Midrange Graphics Cards,14,i7-8565U,Web User
20200926-200320,2b72601d57a9466a832070a57549c25f,2896,25.2905044576795,8.953260495392911,14.2842092682792,1,Notebook,8,Win10,2,4,Low-End Graphics Cards,14,i5-5200U,Casual User
20200901-200234,8e6c101eb1f24990b6dcd05b575b3c26,6699,76.2500090249966,9.00435925953341,13.101302101285384,3,Notebook,8,Win10,2,6,Low-End Graphics Cards,22,i5-3210M,Gamer
20200806-200235,0330cfe431c3440587218e1564a8d498,7700,53.9188890910048,10.928318475856537,16.435685115324322,3,Notebook,8,Win10,4,1,Low-Midrange Graphics Cards,14,i7-8550U,Gamer
20201230-190335,b0e135046b7e4babbd5b4160a3a71e34,1011,96.4876117897,9.674022399211774,13.02930048083096,1,Desktop,16,Win10,4,6,,32,E5-1603,Casual User
20200718-200227,6eaa4dc10f73446b93ceaa851b3cfdb5,2996,49.06266911193861,9.320844153320907,15.343345123502827,1,Notebook,8,Win10,2,3,Low-Midrange Graphics Cards,14,i5-6300U,File & Network Sharer
20200609-200229,053ff1b971c64a56b46db5ebcbe720bf,3000,22.514039424706894,9.392554239953514,14.893829315743957,1,Notebook,16,Win10,6,0,Low-Midrange Graphics Cards,14,i7-9750H,Content Creator/IT
20200824-200228,b3de2315e8a54f1fbd6867be200411bf,5688,40.1183365101226,11.764473935120831,13.108890861834182,3,Notebook,16,Win10,2,3,Low-Midrange Graphics Cards,14,i5-6300U,Communication
20201023-200231,0121379f76714a03823c02777d689676,4095,23.8800033001509,9.164607727129939,15.81209826425054,2,Intel NUC/STK,8,Win10,2,1,,14,i3-8109U,Office/Productivity
20200517-200231,04578a49669d4ea2aa6db4715eba8b0d,1700,18.671872746874897,9.639660725622138,12.907818214907513,1,Desktop,32,Win10,4,6,Low-End Graphics Cards,22,i5-3570,Web User
20200805-200234,f4f9adcf904c45269dc74dd9618adc23,8303,24.04429645608869,7.501664640127997,13.068140291317452,4,Desktop,4,Win10,4,3,Low-Midrange Graphics Cards,14,i5-6400,Communication
20201217-190303,d270d1819f624c498cd8320374af2992,3200,52.21813868511229,9.582900948905529,16.028479890027317,1,Notebook,4,Win10,2,6,Low-Midrange Graphics Cards,32,B960,Casual User
20200315-210228,98816adde6e44af9b9b0cb2b3030a749,1900,15.005674221189,8.933167112178223,14.147671390126614,1,Desktop,16,Win10,2,6,Low-Midrange Graphics Cards,32,i3-2120,Web User
20201001-200228,4904d46eb0c043bdb3a051ddf7ffc576,1700,32.1986831492014,8.793123591467587,13.03118523887443,1,Desktop,16,Win10,2,2,Low-Midrange Graphics Cards,14,i3-7100U,Web User
20200506-200228,06943b310865402fae9c8736b6a23121,8201,68.6690542148793,10.74979377330345,18.504138368477108,4,Desktop,8,Win10,4,2,High-End Graphics Cards,14,i5-7500,Casual Gamer
20201106-190230,062f4f9c6a4d4184a36176b465098d94,3600,22.6827218840663,9.345973423960842,15.245777890943117,2,Notebook,8,Win10,6,1,Low-Midrange Graphics Cards,14,i7-9750H,Gamer
20201014-200228,9a3d3ab315ac421ea7f2f052c52b1cb8,6700,99.06297316107259,10.45402777214638,10.660178355689903,3,Notebook,8,Win8.1,2,4,Low-Midrange Graphics Cards,14,i5-5250U,Content Creator/IT
20200623-200258,04354921d9214649a4250cec43f939a6,2400,34.6069996183661,9.709444738339531,13.957138636698511,1,Notebook,16,Win10,2,3,Low-Midrange Graphics Cards,14,i5-6300U,Web User
20200610-200230,04b013a742f141a78842b698fe8ea223,1587,50.3094052697602,9.164129995537781,10.96204178850205,1,Desktop,8,Win10,4,1,Office-Class Graphics Cards,14,i5-7400,Casual User
20200826-200231,9443a1f0c7474e4ca1170ee744667ef0,1700,16.562409887402698,8.367757237951984,13.802451920417052,1,Desktop,8,Win10,4,4,Low-End Graphics Cards,22,i5-4460,Casual User
20200723-200228,0b90d44bfb694bf69bf40eac0df2463c,1503,18.937444796086897,7.91585970015296,10.341223233374174,1,Desktop,16,Win10,4,-1,Low-Midrange Graphics Cards,65,i7-950,Web User
20200704-234345,979f87af17d140319f3f5908b5a20d6d,1200,54.8646588307065,9.477330780786277,12.945875421623326,1,Notebook,4,Win10,2,6,Low-End Graphics Cards,22,i3-3120M,Web User
20200723-200228,e43d23d65498464a8ed14ee0f29701e1,5203,37.03104975873821,9.389141641093765,16.202890642668525,2,Notebook,4,Win10,2,6,Office-Class Graphics Cards,45,P8700,Win Store App User
20200718-200227,079de23d087e44ed828f217d852bb55d,1199,62.3434306722921,11.262769100122933,13.82555593769557,1,Notebook,16,Win10,4,6,Low-End Graphics Cards,22,i7-4700MQ,Web User
20200221-200525,434f3f7172864b9ca51d3db7f660f252,1405,14.809538744863904,11.209437603327368,15.262712745329724,1,Desktop,16,Win10,4,6,High-End Graphics Cards,22,i7-4770K,Entertainment
20200811-200232,19e6e98b9c704864a83e7e0ad1ea0d9b,1200,54.0613937983627,9.046194400074636,14.865301436471842,1,2 in 1,16,Win10,2,2,Low-Midrange Graphics Cards,14,i7-7600U,Web User
20201006-200229,7836281e0832425e9e4c117cf37a4018,2401,7.07276156200523,10.875138047109635,14.40862041770998,1,Desktop,16,Win10,4,3,Low-Midrange Graphics Cards,14,i7-6700,Office/Productivity
20200519-200229,9a3d3ab315ac421ea7f2f052c52b1cb8,5293,11.7882312466622,8.279720290387365,13.868684630673666,2,Notebook,8,Win8.1,2,4,Low-Midrange Graphics Cards,14,i5-5250U,Content Creator/IT
20200329-210233,08345c3da99c4ca28ad13c623a11e46d,7093,26.447615732433402,10.353340510554744,11.97001021334638,3,Desktop,4,Win10,5,5,Low-End Graphics Cards,22,i3-4150,Office/Productivity
20200720-200228,0711a3f44dd74fef8bea95060ba43705,1799,49.5314027302489,10.819312085550353,18.347755427485698,1,2 in 1,16,Win10,4,1,,14,i7-8650U,Communication
20201127-190229,06cd4dc97ef44cdb9e4cb208902525e4,1100,29.530856782180802,9.230641235277236,14.19143805941955,1,Desktop,32,Win10,4,5,Mid-Range Graphics Cards,22,i5-4690,Content Creator/IT
20200325-210228,05854c4b1fb94f94af80d0c71f7efb54,2200,56.8805020479387,9.269346278553595,12.734195648111566,1,Notebook,8,Win10,2,4,Low-Midrange Graphics Cards,14,i7-6500U,Office/Productivity
20200229-200517,efaf912226874c5e8ad29d896107fdd8,5800,27.428171783252697,10.398954212183959,13.410512821875944,3,Notebook,8,Win10,2,4,Low-End Graphics Cards,14,i7-5500U,Win Store App User
20201116-190235,070162a8eb784b1795a387496d618238,2200,40.545525572520006,9.755169783034082,16.503034046119243,1,Desktop,8,Win10,2,2,Office-Class Graphics Cards,14,i3-7100,Casual Gamer
20200911-200240,6af90f5b398245d4b51243038b0cfbe8,8190,18.1894412854355,11.629471140077962,16.62296883517852,4,Notebook,32,Win10,4,5,Low-End Graphics Cards,22,i7-4800MQ,Content Creator/IT
20200909-200238,5be5fceb58cb40628882f9d16869d5ec,4910,46.9573546813906,9.158949086893433,14.985358705236754,2,Desktop,16,Win10,4,5,,22,i5-4690K,Web User
20201221-190233,e78c400a0a5345008d2b71c1039362a9,1101,23.27971559431189,8.46691199043837,14.197155438034509,1,Desktop,4,Win10,2,-1,Low-Midrange Graphics Cards,90,i3-550,Office/Productivity
20200315-210228,6ce928b0e7b649c3ac6acaa772279adf,8839,48.4433826100442,9.613773985260629,15.755982569989008,4,Desktop,16,Win10,4,3,Mid-Range Graphics Cards,14,i5-6400,Casual User
20200710-200227,43c5be08abb5409fad0a7cd33059639e,7500,11.640419005772099,9.63773193827896,16.005725925441634,3,Desktop,32,Win10,4,6,High-End Graphics Cards,22,i7-3770K,Casual Gamer
20200804-200228,4c4af972bc134976adba4af9dd8fe2ee,4799,60.312043588501304,8.639794454940107,14.102921846552736,2,2 in 1,8,Win10,2,2,,14,i7-7600U,Casual Gamer
20201023-200231,7134782989c748fab9402176db2b973e,1099,13.4646096881582,8.834486021529068,16.794442004463317,1,Notebook,12,Win10,4,1,Low-Midrange Graphics Cards,14,i7-8565U,Casual Gamer
20200831-200228,df9d617e3a6c45b2b40e10b53296dee1,1200,47.8086994294925,10.083407811033053,16.26724032502925,1,Notebook,8,Win10,2,2,Low-Midrange Graphics Cards,14,i3-6006U,Casual User
20200803-200231,0360a667b6ed4962aa3a68334ba0f27c,1508,14.2702963626843,9.206568087181969,13.975094156761402,1,Notebook,16,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7200U,Content Creator/IT
20200302-200304,057007b2ccce4218bf2052da10f23339,1888,19.81660164932689,9.106701684017017,13.998159096589367,1,Notebook,16,Win10,4,2,Mid-Range Graphics Cards,14,i7-7700HQ,Casual User
20200807-200231,06ff7caec4a7408187ad9fc295447c6a,1600,44.1551521870065,9.27868897235079,16.894736155984,1,Desktop,16,Win10,4,2,High-End Graphics Cards,14,i7-7700,Casual Gamer
20200430-200227,d3a1febe3e554e7eab321c3a9e3e75b2,2001,76.46318945830382,9.704716562470084,13.381232569643684,1,Notebook,16,Win10,2,6,,22,i5-3210M,Web User
20200907-200232,a56fb04c6ae94eec8c8b32b689396a43,4601,31.2460989036518,8.17137925538526,10.34597679467716,2,Intel NUC/STK,4,Win10,2,2,Low-Midrange Graphics Cards,14,i3-7100U,Win Store App User
20200131-200229,d1334074d18f46d193e665be566aa1ab,5800,70.9347544969098,9.546829848597978,15.647706644275068,3,Desktop,4,Win10,2,6,Office-Class Graphics Cards,45,E8400,Casual User
20200918-200233,0121379f76714a03823c02777d689676,2811,26.577249162188288,9.114201600311429,15.628218854371767,1,Intel NUC/STK,8,Win10,2,1,,14,i3-8109U,Office/Productivity
20201208-190229,ef165bef1e7e43c0b1fad7132b73a52a,1500,15.9454397937571,9.184971935978199,13.757600160779454,1,Notebook,16,Win10,2,2,Low-Midrange Graphics Cards,14,i7-7500U,Entertainment
20200921-200228,fe47fc5872d44e8bb5317daa2f7034af,2599,10.0296043120053,7.372447253973126,14.334378992870256,1,Desktop,16,Win10,4,5,High-End Graphics Cards,22,i7-4790K,Office/Productivity
20201126-190231,7a92412dd3af4a1d9532ee9d10aabfb2,1599,51.0932540855964,10.44302554551783,14.499979340464712,1,Desktop,12,Win10,4,5,,22,i7-4790K,Casual User
20200329-210233,0430c61879e74a2bba90ec3f5d577130,5200,7.458234406863638,8.906156701835005,11.60605764033199,2,Notebook,16,Win10,6,1,Not Suited for Games,14,i7-8750H,File & Network Sharer
20201215-190229,050e5dd3d2094fb3a09789d525dbda7f,3000,18.324593424812697,9.652825003884644,11.991576824028574,1,Notebook,8,Win10,4,2,Low-Midrange Graphics Cards,14,i5-8250U,Communication
20200205-200230,fd3b7edb2786491287fc61076a1965bb,4104,15.3508695701131,7.8366883512060035,11.127171422085118,2,Notebook,12,Win10,4,3,High-End Graphics Cards,14,i7-6700HQ,Casual User
20200826-200231,05bcc67ed07345779d45810d10c20efa,1400,6.16424890686618,8.24756604495104,13.871868198428748,1,Desktop,16,Win10,6,0,Low-Midrange Graphics Cards,14,i7-8700,File & Network Sharer
20200212-200229,e6fb16e7be434e6e891ae2e8ed4d5c0d,1400,15.139369523385598,7.361829207703471,13.275346627652269,1,Desktop,8,Win10,4,6,Low-Midrange Graphics Cards,45,Q8200,Office/Productivity
20201003-200228,0519a3a80ffc4560965d785eb21e25f5,2200,49.528493246301096,10.786791609304851,18.277132132335577,1,Notebook,8,Win10,4,1,Low-Midrange Graphics Cards,14,i5-8300H,Gamer
20200128-200228,071ba38493b44ae4a98f3e5bde5a17d1,1601,22.437448560329095,8.401835596260169,12.264289423747838,1,Notebook,12,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7200U,Web User
20200419-210224,7c4cc396fa994566bdcf95e9c35e6f31,2009,25.7250513268607,6.319706162552614,10.11091051444911,1,Desktop,8,Win10,2,2,Low-Midrange Graphics Cards,14,i3-7100U,Communication
20200206-200521,fd3b7edb2786491287fc61076a1965bb,3900,15.70176205451,8.15770698017171,11.74689557709768,2,Notebook,12,Win10,4,3,High-End Graphics Cards,14,i7-6700HQ,Casual User
20200204-200250,b2dc6451fae44fd6bcc74f6b70c50ae1,1107,44.366493636877095,8.666589233312667,11.4446892958973,1,Notebook,16,Win10,2,4,,14,i7-6500U,Communication
20200611-200230,06acdaea51cb42859e86f7ad886800b1,3700,15.149382190994501,10.404276233660562,11.568208320935957,2,Notebook,16,Win10,4,3,Low-Midrange Graphics Cards,14,i7-6700HQ,Web User
20200509-200228,0816043b4d084db1bf8aebfb1c28f189,5501,8.12749158242828,9.19486849331067,15.826783597586704,3,Notebook,4,Win10,4,0,Low-Midrange Graphics Cards,14,i5-8265U,Communication
20200703-200213,075dc363d5de4a26b3e3080aa9e4b9b8,3099,22.808720714966196,6.614990840791034,11.536639171591517,1,Notebook,16,Win10,2,5,Low-Midrange Graphics Cards,22,i7-4510U,Casual Gamer
20200818-200232,17bd8f2a7f2a4540873957a2d87917dc,4900,46.485719349015596,10.166117051544589,18.318282318556484,2,Notebook,4,Win10,2,5,Office-Class Graphics Cards,22,i7-4510U,Office/Productivity
20200917-200230,0651ac1254e74bc596ddf9d73675e7ab,9799,20.9743113483872,9.368777456907495,12.241818408079324,4,Notebook,16,Win10,4,2,Mid-Range Graphics Cards,14,i7-7700HQ,Content Creator/IT
20200227-200230,057851483262481498a065bd78974858,3303,56.1329048917517,11.05369663009959,11.485348040790551,2,Notebook,20,Win10,2,3,Low-Midrange Graphics Cards,14,i7-6600U,Communication
20200623-200258,40f78daea8de4ec7be424453fbd30160,2800,22.0418336006704,8.741597459056624,13.68763729508917,1,2 in 1,8,Win10,2,4,Low-End Graphics Cards,14,i5-5200U,Office/Productivity
20200908-200230,0473cc730cb644c7ae78099045f56a53,1197,36.9482960311188,7.739876102513798,11.217277107263625,1,Notebook,16,Win10,4,1,Low-Midrange Graphics Cards,14,i5-8250U,Casual User
20201104-190243,dcebf23e655c4e999740ecbcda305113,1209,17.1853134113081,9.16565385835703,11.089414311440878,1,Notebook,12,Win10,2,4,Low-Midrange Graphics Cards,14,i7-6500U,Content Creator/IT
20200201-200228,059e91dfea8545d19efdf82e40a25d7a,7500,58.7491609579339,10.580253009346288,15.680366834480173,3,Notebook,6,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7200U,Gamer
20200925-200228,6d7893024a4e4bd58bc748571c6c1691,1288,9.66105690934217,8.866645910139997,12.89319637708982,1,Notebook,16,Win10,4,3,High-End Graphics Cards,14,i7-6700HQ,Communication
20200707-200228,2de44fbebc29418ba97674576c61d699,1800,61.29279956727382,11.166462810922203,17.81793079680176,1,Notebook,16,Win10,4,1,,14,i7-8550U,Casual Gamer
20200329-210233,a3b8b1f245e049dbaca81404d8ee2a45,1399,86.4045812983086,8.840218244110938,13.427464451458793,1,Desktop,4,Win10,2,6,Low-Midrange Graphics Cards,22,1000M,Office/Productivity
20200606-200228,d6fd4efc30f545baa5bbf9bde1d4dd70,2592,22.641348230934,10.041653135566136,13.661932947460151,1,Desktop,12,Win10,2,4,Low-End Graphics Cards,22,i3-4170,Win Store App User
20200228-200229,cf543305699d4d0897aaf2ea4f581986,1801,49.613490577819796,9.49064743227315,15.000795052096871,1,Desktop,14,Win10,4,5,Low-End Graphics Cards,22,i5-4570S,Office/Productivity
20201105-190232,0121379f76714a03823c02777d689676,5500,21.4155575413648,7.978489813849209,14.639934479103786,2,Intel NUC/STK,8,Win10,2,1,,14,i3-8109U,Office/Productivity
20200229-200517,070100e9906e4b22a1a256285805e49c,1501,5.9504033667955305,8.862893650172504,11.415056461052448,1,Intel NUC/STK,8,Win10,2,1,,14,i3-8109U,Casual User
20200921-200228,038d3a50ae924504891aee8128903130,3002,38.20796304438449,11.33168395615225,18.158423120652593,1,Notebook,8,Win10,6,0,Low-Midrange Graphics Cards,14,i7-9750H,Casual Gamer
20200615-200228,9f0848aa8695415a87b1b3208f7a2cc5,1107,22.961344603232302,8.589191934795474,12.032468531970446,1,Desktop,8,Win10,2,4,Low-Midrange Graphics Cards,14,i5-6260U,File & Network Sharer
20200420-210234,c73f9dde40fb4607bd0577d3a564920c,3500,6.707987833476469,9.087370229442017,12.710689826552786,2,Notebook,8,Win10,4,1,,14,i7-8550U,Gamer
20201228-190231,05b4092b574e429ab8d0442b163cd249,6700,24.4619921621202,9.530814732805936,12.670520669168894,3,Notebook,16,Win10,2,6,Low-End Graphics Cards,32,i5-2410M,File & Network Sharer
20201015-200229,063dfc50f5164713adf949aeea3cff88,1594,11.9073986756358,8.801660898812672,14.982965600817382,1,Desktop,8,Win10,4,5,Low-End Graphics Cards,22,i7-4785T,Office/Productivity
20200415-210227,9556a91dc26d4280bf3e3adeac2b9ba6,1400,68.51276873786921,9.759287833450948,15.96331129590219,1,2 in 1,8,Win8.1,2,5,Low-Midrange Graphics Cards,14,i5-5200U,Casual Gamer
20200428-091659,6ad42904d3234979a5ff470feee3753d,1600,32.4988039945501,8.98825222433058,12.912807594644585,1,Notebook,8,Win10,2,4,Low-End Graphics Cards,14,i5-5300U,Communication
20200310-210518,a73441c882a346f1b2e556c7fbe58f48,6501,14.5721623669631,9.057560584691418,11.045602055261215,3,Notebook,12,Win10,4,6,Low-End Graphics Cards,22,i7-4700HQ,Web User
20200918-200233,2441442aacff450bbc3f3b8ba7f6d8bf,1305,11.487287001573696,9.765553255001569,15.265925309779265,1,Desktop,22,Win10,4,5,Low-End Graphics Cards,22,i7-4790,Web User
20200409-210228,3678192ad3f04d6190bc0792a1b7e477,1397,44.963043844682396,9.67203081162994,14.87490559999702,1,Notebook,16,Win10,2,2,Mid-Range Graphics Cards,14,i7-7500U,Communication
20200619-200229,045639dca3254ef798985cf1925438ea,1800,13.4779539218392,7.962855407780397,10.599354407812168,1,Notebook,12,Win10,2,3,Low-Midrange Graphics Cards,14,i5-6200U,Communication
20201212-190228,b1c57cb4013641d99fb0e5dc1bee68d9,9900,38.5146242477903,8.789558580177095,14.7774722724199,4,Desktop,8,Win10,2,4,Mid-Range Graphics Cards,22,i3-4170,Casual Gamer
20200824-200228,783a8e169b274860ab7d2027990ba5a9,1600,54.456791139177504,10.508852854710272,12.222901226549354,1,Desktop,16,Win10,2,6,Low-End Graphics Cards,22,i5-3427U,Content Creator/IT
20200806-200235,217d2141ed6b42c08115891eb69d0cda,2800,34.8034250982414,10.302089284161463,17.34310196187783,1,Desktop,16,Win10,4,5,Low-End Graphics Cards,22,i7-4790K,Web User
20200211-200228,08022e4e3c714a9081536a394bcafa16,2301,21.564435789724694,9.694121704632133,12.304430795145096,1,Desktop,8,Win10,4,3,Low-Midrange Graphics Cards,14,i5-6500,Office/Productivity
20200512-200229,060469ed9fa743bda64df111d3b0cf7b,4001,23.257209633786296,9.901792933761897,16.378154558211005,2,2 in 1,16,Win10,4,0,Mid-Range Graphics Cards,14,i7-8565U,Communication
20200731-200229,0764c047447c46149f49cc9851648500,1199,8.56849598573623,9.943345135370759,11.82044657116026,1,Notebook,16,Win10,4,1,Mid-Range Graphics Cards,14,i7-8550U,Web User
20200831-200228,e4fc0f7615f34590ac9d76f8df057abb,3601,8.84562269741775,10.092922827187262,13.93185794122515,2,Notebook,64,Win10,4,3,Low-Midrange Graphics Cards,14,i7-6920HQ,Communication
20200323-210235,bffae7b28fed4537860b9f4cac1d4ae8,1200,21.013069562669696,7.483835188071966,9.79939920804969,1,Intel NUC/STK,4,Win10,2,2,Low-Midrange Graphics Cards,14,i3-7100U,Office/Productivity
20201223-190231,033cd199cbd0429d9b2cf7f3177188c7,3190,24.002328414226604,10.268385376130261,12.455195528884879,1,2 in 1,16,Win10,6,1,,14,i7-9750H,Office/Productivity
20201004-200236,8c68009d4e3e4c3eaaf8eeed64319883,5200,43.6530292670899,9.861840608886009,14.609646403101845,2,Desktop,16,Win10,4,3,High-End Graphics Cards,14,i5-6600,Gamer
20200914-200229,055f735a8a15488090bb474ce0e3ea7a,1399,39.334945946317795,10.498828703166218,13.824260265487158,1,Notebook,8,Win10,4,0,Low-Midrange Graphics Cards,14,i5-8265U,Casual User
